temp_c,umidade,pressao,co2,radiacao,label,classe
28.72,64.1,101.1,2007,0.421,3,AR_CRITICO
21.45,50.7,101.33,3238,0.302,3,AR_CRITICO
29.13,60.7,101.05,1558,0.222,3,AR_CRITICO
20.03,79.9,98.8,2997,0.302,3,AR_CRITICO
25.11,63.7,104.38,1774,0.289,3,AR_CRITICO
22.76,49.4,102.1,2049,0.11,3,AR_CRITICO
25.19,72.6,99.61,2684,0.333,3,AR_CRITICO
34.17,28.5,102.2,907,0.348,1,SOBRECARGA_TERMICA
31.83,23.3,99.16,555,0.266,1,SOBRECARGA_TERMICA
20.53,55.7,89.21,401,0.483,2,RISCO_DESPRESSURIZACAO
45.47,31.8,98.03,875,0.364,1,SOBRECARGA_TERMICA
20.71,58.2,86.91,471,0.618,2,RISCO_DESPRESSURIZACAO
24.64,35.7,97.89,700,0.21,0,NOMINAL
13.41,29.5,86.16,650,0.532,2,RISCO_DESPRESSURIZACAO
13.47,32.4,88.13,998,0.508,2,RISCO_DESPRESSURIZACAO
36.24,37.5,101.05,1015,0.399,1,SOBRECARGA_TERMICA
36.53,55.3,101.22,652,0.223,1,SOBRECARGA_TERMICA
16.15,44.3,87.29,584,0.396,2,RISCO_DESPRESSURIZACAO
19.22,34.9,102.11,817,0.246,0,NOMINAL
40.15,32.4,101.86,832,0.299,1,SOBRECARGA_TERMICA
24.25,39.9,100.72,711,0.318,0,NOMINAL
22.73,59.8,100.28,2570,0.282,3,AR_CRITICO
22.58,51.3,85.91,893,0.808,2,RISCO_DESPRESSURIZACAO
19.66,41.9,77.34,1045,0.477,2,RISCO_DESPRESSURIZACAO
26.82,70.2,99.54,2062,0.371,3,AR_CRITICO
23.4,37.7,97.02,727,0.411,0,NOMINAL
23.98,63.6,99.49,3451,0.237,3,AR_CRITICO
25.01,47.8,99.72,725,0.232,0,NOMINAL
24.32,54.2,84.27,1005,0.433,2,RISCO_DESPRESSURIZACAO
21.66,51.9,86.29,778,0.512,2,RISCO_DESPRESSURIZACAO
38.36,40.9,100.93,1201,0.267,1,SOBRECARGA_TERMICA
25.9,54.7,85.99,642,0.337,2,RISCO_DESPRESSURIZACAO
15.72,72.4,80.35,480,0.502,2,RISCO_DESPRESSURIZACAO
40.68,25.1,101.81,517,0.14,1,SOBRECARGA_TERMICA
24.0,55.2,100.12,654,0.458,0,NOMINAL
24.44,36.7,100.78,671,0.533,0,NOMINAL
19.32,43.9,103.79,763,0.218,0,NOMINAL
23.12,42.2,100.9,2536,0.31,3,AR_CRITICO
21.12,22.5,101.49,599,0.429,0,NOMINAL
45.58,49.1,99.85,807,0.425,1,SOBRECARGA_TERMICA
15.23,32.6,85.54,938,0.427,2,RISCO_DESPRESSURIZACAO
20.79,74.1,101.42,2116,0.451,3,AR_CRITICO
42.55,42.1,100.55,1248,0.283,1,SOBRECARGA_TERMICA
23.99,54.3,102.34,820,0.417,0,NOMINAL
22.39,36.7,100.44,845,0.09,0,NOMINAL
26.06,50.6,99.86,462,0.384,0,NOMINAL
38.35,65.5,95.86,1732,0.316,1,SOBRECARGA_TERMICA
9.82,39.8,80.75,1001,0.729,2,RISCO_DESPRESSURIZACAO
18.57,70.3,97.5,1247,0.246,0,NOMINAL
12.22,35.9,84.8,543,0.225,2,RISCO_DESPRESSURIZACAO
14.95,41.0,88.03,490,0.795,2,RISCO_DESPRESSURIZACAO
28.11,39.9,100.15,732,0.05,0,NOMINAL
15.46,39.8,84.09,596,0.288,2,RISCO_DESPRESSURIZACAO
15.07,52.8,98.92,816,0.448,0,NOMINAL
21.24,48.3,99.32,707,0.239,0,NOMINAL
21.96,43.6,102.71,2327,0.363,3,AR_CRITICO
18.58,43.1,87.3,688,0.658,2,RISCO_DESPRESSURIZACAO
17.44,58.3,102.04,2740,0.299,3,AR_CRITICO
40.94,31.1,99.4,460,0.362,1,SOBRECARGA_TERMICA
25.96,55.2,99.79,3231,0.394,3,AR_CRITICO
40.95,16.2,98.1,1097,0.363,1,SOBRECARGA_TERMICA
17.88,42.7,87.75,633,0.435,2,RISCO_DESPRESSURIZACAO
15.18,36.9,85.3,602,0.497,2,RISCO_DESPRESSURIZACAO
41.11,29.5,101.53,460,0.376,1,SOBRECARGA_TERMICA
19.14,51.3,100.59,2791,0.27,3,AR_CRITICO
15.6,35.8,101.66,504,0.268,0,NOMINAL
26.57,70.6,102.48,2585,0.464,3,AR_CRITICO
16.04,52.6,80.74,992,0.52,2,RISCO_DESPRESSURIZACAO
19.49,47.8,101.07,577,0.33,0,NOMINAL
43.45,44.3,99.04,1082,0.301,1,SOBRECARGA_TERMICA
37.15,28.7,101.19,972,0.355,1,SOBRECARGA_TERMICA
21.51,31.7,75.87,739,0.549,2,RISCO_DESPRESSURIZACAO
22.53,54.4,99.34,826,0.395,0,NOMINAL
22.59,38.4,102.7,672,0.397,0,NOMINAL
23.44,40.9,104.01,450,0.438,0,NOMINAL
30.33,65.9,101.77,3132,0.384,3,AR_CRITICO
20.99,60.6,101.63,2829,0.36,3,AR_CRITICO
17.87,45.5,99.39,635,0.354,0,NOMINAL
14.36,32.8,81.12,611,0.512,2,RISCO_DESPRESSURIZACAO
21.61,44.9,92.36,631,0.271,2,RISCO_DESPRESSURIZACAO
28.69,65.2,99.57,3768,0.338,3,AR_CRITICO
26.8,66.2,97.08,2996,0.334,3,AR_CRITICO
22.3,59.6,98.19,3355,0.216,3,AR_CRITICO
34.54,59.4,102.86,1293,0.288,1,SOBRECARGA_TERMICA
17.19,55.1,79.86,932,0.672,2,RISCO_DESPRESSURIZACAO
20.77,46.4,80.66,480,0.647,2,RISCO_DESPRESSURIZACAO
22.0,44.6,98.35,669,0.234,0,NOMINAL
10.18,34.8,85.68,681,0.422,2,RISCO_DESPRESSURIZACAO
21.69,72.7,102.42,2675,0.298,3,AR_CRITICO
18.9,37.5,82.47,415,0.263,2,RISCO_DESPRESSURIZACAO
30.26,26.2,97.99,756,0.315,1,SOBRECARGA_TERMICA
12.94,53.4,88.65,559,0.338,2,RISCO_DESPRESSURIZACAO
15.75,42.4,89.43,515,0.625,2,RISCO_DESPRESSURIZACAO
27.0,60.5,100.69,2862,0.306,3,AR_CRITICO
21.98,33.4,100.99,2139,0.363,3,AR_CRITICO
31.32,66.7,102.13,3713,0.36,3,AR_CRITICO
28.98,35.6,99.11,708,0.563,0,NOMINAL
18.96,59.8,99.25,752,0.254,0,NOMINAL
17.1,41.1,87.66,826,0.36,2,RISCO_DESPRESSURIZACAO
22.97,55.5,103.03,2198,0.223,3,AR_CRITICO
48.38,38.2,101.56,1195,0.289,1,SOBRECARGA_TERMICA
44.77,22.5,101.78,729,0.429,1,SOBRECARGA_TERMICA
33.93,50.5,101.72,821,0.288,1,SOBRECARGA_TERMICA
15.88,50.1,87.65,885,0.558,2,RISCO_DESPRESSURIZACAO
18.48,42.9,97.8,768,0.484,0,NOMINAL
14.06,42.4,82.76,773,0.145,2,RISCO_DESPRESSURIZACAO
24.35,42.1,99.1,789,0.318,0,NOMINAL
25.99,57.7,100.03,1646,0.566,3,AR_CRITICO
22.2,32.2,100.72,744,0.13,0,NOMINAL
43.27,26.6,102.58,1335,0.299,1,SOBRECARGA_TERMICA
23.34,57.2,102.24,651,0.364,0,NOMINAL
21.29,36.2,102.44,468,0.199,0,NOMINAL
10.33,50.7,85.04,1023,0.098,2,RISCO_DESPRESSURIZACAO
28.9,45.9,96.31,1974,0.337,3,AR_CRITICO
47.92,36.3,103.14,522,0.332,1,SOBRECARGA_TERMICA
21.6,27.6,103.68,604,0.282,0,NOMINAL
43.13,49.1,103.12,937,0.491,1,SOBRECARGA_TERMICA
27.99,30.4,102.7,914,0.361,0,NOMINAL
18.47,28.1,98.1,824,0.191,0,NOMINAL
42.75,33.5,101.64,695,0.281,1,SOBRECARGA_TERMICA
16.97,41.3,83.74,601,0.449,2,RISCO_DESPRESSURIZACAO
13.79,43.5,82.08,909,0.237,2,RISCO_DESPRESSURIZACAO
18.27,22.9,99.45,893,0.318,0,NOMINAL
30.74,24.8,100.68,572,0.363,0,NOMINAL
20.22,35.7,99.99,788,0.322,0,NOMINAL
19.18,42.6,100.95,452,0.387,0,NOMINAL
22.27,28.2,101.27,487,0.245,0,NOMINAL
39.39,40.0,100.58,773,0.61,1,SOBRECARGA_TERMICA
23.06,67.3,101.26,2683,0.338,3,AR_CRITICO
20.73,67.5,99.97,2033,0.39,3,AR_CRITICO
24.19,61.9,98.89,1114,0.263,0,NOMINAL
18.54,30.8,81.9,1251,0.622,2,RISCO_DESPRESSURIZACAO
18.82,43.2,87.65,704,0.404,2,RISCO_DESPRESSURIZACAO
23.97,47.9,96.55,3413,0.4,3,AR_CRITICO
20.44,62.1,102.47,2226,0.276,3,AR_CRITICO
38.7,41.3,100.56,984,0.305,1,SOBRECARGA_TERMICA
38.6,39.6,101.11,946,0.417,1,SOBRECARGA_TERMICA
26.38,48.5,101.69,854,0.371,0,NOMINAL
19.3,36.0,99.51,1206,0.242,0,NOMINAL
34.11,37.3,99.89,780,0.296,1,SOBRECARGA_TERMICA
17.49,49.7,97.51,630,0.246,0,NOMINAL
22.14,55.5,89.76,573,0.704,2,RISCO_DESPRESSURIZACAO
13.3,42.7,86.12,616,0.46,2,RISCO_DESPRESSURIZACAO
48.64,32.9,102.62,954,0.286,1,SOBRECARGA_TERMICA
24.82,39.4,100.85,634,0.23,0,NOMINAL
25.52,46.6,84.68,830,0.679,2,RISCO_DESPRESSURIZACAO
27.81,49.1,101.0,666,0.453,0,NOMINAL
12.54,49.6,80.7,806,0.501,2,RISCO_DESPRESSURIZACAO
18.09,49.9,99.99,393,0.135,0,NOMINAL
24.38,43.7,101.39,2878,0.435,3,AR_CRITICO
13.18,52.3,100.79,2837,0.238,3,AR_CRITICO
18.97,41.5,101.47,589,0.342,0,NOMINAL
19.44,55.9,98.66,1127,0.218,0,NOMINAL
38.13,28.9,102.39,1150,0.306,1,SOBRECARGA_TERMICA
22.74,27.0,101.76,371,0.302,0,NOMINAL
16.73,60.8,98.91,1007,0.203,0,NOMINAL
41.23,51.1,101.49,911,0.255,1,SOBRECARGA_TERMICA
20.53,44.3,93.95,567,0.711,2,RISCO_DESPRESSURIZACAO
36.15,26.3,101.6,1117,0.419,1,SOBRECARGA_TERMICA
22.79,36.2,86.52,786,0.39,2,RISCO_DESPRESSURIZACAO
22.12,46.8,100.47,2224,0.051,3,AR_CRITICO
38.75,43.6,101.49,983,0.339,1,SOBRECARGA_TERMICA
18.88,33.8,89.54,649,0.113,2,RISCO_DESPRESSURIZACAO
19.69,66.4,102.53,2672,0.201,3,AR_CRITICO
26.42,32.8,86.65,684,0.58,2,RISCO_DESPRESSURIZACAO
19.71,44.9,104.14,694,0.457,0,NOMINAL
37.92,21.0,99.09,695,0.421,1,SOBRECARGA_TERMICA
35.11,63.0,103.33,2433,0.271,3,AR_CRITICO
20.09,53.4,102.34,2074,0.296,3,AR_CRITICO
17.68,51.7,102.55,2024,0.209,3,AR_CRITICO
24.48,53.9,98.48,778,0.286,0,NOMINAL
22.59,30.7,88.33,667,0.408,2,RISCO_DESPRESSURIZACAO
17.01,59.6,87.19,602,0.418,2,RISCO_DESPRESSURIZACAO
36.44,39.3,99.76,831,0.297,1,SOBRECARGA_TERMICA
38.65,58.5,101.38,820,0.307,1,SOBRECARGA_TERMICA
19.34,26.0,101.29,524,0.301,0,NOMINAL
18.16,62.4,98.22,558,0.251,0,NOMINAL
27.93,46.7,95.75,3637,0.388,3,AR_CRITICO
26.26,63.9,100.71,2004,0.235,3,AR_CRITICO
40.13,35.3,102.48,564,0.269,1,SOBRECARGA_TERMICA
25.72,41.9,82.49,634,0.699,2,RISCO_DESPRESSURIZACAO
15.06,51.8,89.12,548,0.698,2,RISCO_DESPRESSURIZACAO
27.63,43.9,102.38,350,0.447,0,NOMINAL
13.44,41.8,78.16,821,0.532,2,RISCO_DESPRESSURIZACAO
38.75,42.0,99.52,1585,0.295,1,SOBRECARGA_TERMICA
20.58,38.9,96.31,2287,0.195,3,AR_CRITICO
20.98,36.5,94.71,945,0.337,2,RISCO_DESPRESSURIZACAO
20.95,30.5,96.46,874,0.256,0,NOMINAL
16.64,46.2,100.44,2464,0.259,3,AR_CRITICO
20.72,49.2,96.46,830,0.31,0,NOMINAL
14.68,61.5,91.79,739,0.731,2,RISCO_DESPRESSURIZACAO
19.56,45.9,99.45,639,0.295,0,NOMINAL
20.38,45.6,98.95,1143,0.123,0,NOMINAL
47.75,53.8,98.78,779,0.485,1,SOBRECARGA_TERMICA
19.9,54.1,89.32,540,0.401,2,RISCO_DESPRESSURIZACAO
23.46,40.7,99.16,924,0.289,0,NOMINAL
21.5,43.2,85.43,1041,0.374,2,RISCO_DESPRESSURIZACAO
27.41,57.4,100.83,1362,0.346,3,AR_CRITICO
23.45,57.8,99.81,2014,0.28,3,AR_CRITICO
13.23,38.6,94.8,716,0.611,2,RISCO_DESPRESSURIZACAO
12.92,41.5,85.72,723,0.152,2,RISCO_DESPRESSURIZACAO
21.83,46.0,100.04,773,0.3,0,NOMINAL
21.63,61.0,100.59,2725,0.28,3,AR_CRITICO
22.27,49.5,99.54,2960,0.367,3,AR_CRITICO
28.48,57.0,102.57,2802,0.181,3,AR_CRITICO
19.48,42.2,90.7,860,0.607,2,RISCO_DESPRESSURIZACAO
29.78,57.5,99.46,2047,0.325,3,AR_CRITICO
25.0,36.0,99.78,908,0.247,0,NOMINAL
33.43,55.8,99.47,449,0.244,1,SOBRECARGA_TERMICA
15.8,42.8,85.52,697,0.505,2,RISCO_DESPRESSURIZACAO
42.0,20.1,100.98,1664,0.359,1,SOBRECARGA_TERMICA
39.14,18.4,102.84,1025,0.105,1,SOBRECARGA_TERMICA
19.61,70.6,99.85,2348,0.294,3,AR_CRITICO
18.27,43.2,87.71,584,0.667,2,RISCO_DESPRESSURIZACAO
31.9,64.5,102.59,2972,0.413,3,AR_CRITICO
17.96,41.3,92.71,603,0.546,2,RISCO_DESPRESSURIZACAO
40.2,49.5,100.37,580,0.271,1,SOBRECARGA_TERMICA
21.62,44.7,99.59,797,0.246,0,NOMINAL
28.84,64.8,100.38,3480,0.356,3,AR_CRITICO
22.23,50.1,89.59,584,0.738,2,RISCO_DESPRESSURIZACAO
22.48,48.8,103.43,989,0.321,0,NOMINAL
23.1,57.3,100.14,949,0.242,0,NOMINAL
25.38,62.0,100.37,2558,0.359,3,AR_CRITICO
20.67,42.6,101.15,783,0.39,0,NOMINAL
43.42,29.3,101.06,1128,0.288,1,SOBRECARGA_TERMICA
20.08,47.9,100.06,589,0.309,0,NOMINAL
33.45,37.1,100.26,557,0.471,1,SOBRECARGA_TERMICA
24.59,43.7,102.99,586,0.384,0,NOMINAL
33.51,44.3,95.18,1323,0.292,1,SOBRECARGA_TERMICA
24.25,63.9,101.91,2174,0.216,3,AR_CRITICO
34.75,53.8,100.33,893,0.471,1,SOBRECARGA_TERMICA
21.05,49.0,99.68,700,0.265,0,NOMINAL
18.88,44.2,87.6,455,0.428,2,RISCO_DESPRESSURIZACAO
43.18,49.0,103.03,1138,0.242,1,SOBRECARGA_TERMICA
43.75,45.7,102.78,707,0.427,1,SOBRECARGA_TERMICA
19.99,34.6,102.12,740,0.206,0,NOMINAL
22.67,29.4,98.29,521,0.254,0,NOMINAL
33.48,38.8,101.31,2635,0.441,3,AR_CRITICO
19.15,36.8,99.51,705,0.452,0,NOMINAL
26.43,12.2,101.59,720,0.375,0,NOMINAL
44.13,50.0,104.43,829,0.235,1,SOBRECARGA_TERMICA
18.81,61.5,93.66,745,0.366,0,NOMINAL
20.55,40.5,102.89,698,0.261,0,NOMINAL
36.14,33.9,102.18,1412,0.25,1,SOBRECARGA_TERMICA
19.82,45.0,87.54,808,0.387,2,RISCO_DESPRESSURIZACAO
25.53,53.8,99.99,2945,0.282,3,AR_CRITICO
41.62,47.8,102.62,786,0.22,1,SOBRECARGA_TERMICA
34.09,52.0,98.6,1111,0.221,1,SOBRECARGA_TERMICA
22.26,49.9,75.98,848,0.587,2,RISCO_DESPRESSURIZACAO
14.44,63.0,83.08,926,0.21,2,RISCO_DESPRESSURIZACAO
27.13,76.1,101.39,2550,0.357,3,AR_CRITICO
15.81,41.8,100.65,589,0.416,0,NOMINAL
21.43,42.9,100.88,1070,0.236,0,NOMINAL
22.95,34.8,99.7,806,0.294,0,NOMINAL
40.29,32.2,101.64,574,0.254,1,SOBRECARGA_TERMICA
23.44,35.8,85.16,777,0.329,2,RISCO_DESPRESSURIZACAO
28.38,44.5,99.64,3033,0.295,3,AR_CRITICO
23.59,43.6,83.54,599,0.504,2,RISCO_DESPRESSURIZACAO
23.36,57.4,98.84,695,0.406,0,NOMINAL
24.1,62.5,100.38,2037,0.289,3,AR_CRITICO
42.7,41.2,98.27,966,0.28,1,SOBRECARGA_TERMICA
14.7,38.0,82.19,873,0.648,2,RISCO_DESPRESSURIZACAO
25.29,48.5,99.3,1620,0.32,3,AR_CRITICO
14.52,65.7,93.86,773,0.21,2,RISCO_DESPRESSURIZACAO
36.46,37.5,97.27,1141,0.229,1,SOBRECARGA_TERMICA
22.6,59.9,100.36,2247,0.303,3,AR_CRITICO
16.95,29.8,102.5,805,0.174,0,NOMINAL
19.73,38.5,90.06,505,0.323,2,RISCO_DESPRESSURIZACAO
20.73,53.6,100.41,518,0.377,0,NOMINAL
37.57,43.9,99.6,886,0.299,1,SOBRECARGA_TERMICA
16.61,40.8,85.95,776,0.727,2,RISCO_DESPRESSURIZACAO
24.67,47.2,102.18,2424,0.221,3,AR_CRITICO
23.44,47.0,95.94,987,0.423,0,NOMINAL
15.88,55.5,84.46,499,0.268,2,RISCO_DESPRESSURIZACAO
21.56,48.7,100.78,581,0.387,0,NOMINAL
12.42,49.8,84.95,502,0.598,2,RISCO_DESPRESSURIZACAO
22.03,33.7,92.34,812,0.626,2,RISCO_DESPRESSURIZACAO
16.92,43.0,82.67,637,0.583,2,RISCO_DESPRESSURIZACAO
24.98,58.6,101.56,2322,0.409,3,AR_CRITICO
35.3,25.1,95.57,1030,0.173,1,SOBRECARGA_TERMICA
18.46,45.1,84.38,634,0.514,2,RISCO_DESPRESSURIZACAO
22.74,46.2,101.77,1842,0.329,3,AR_CRITICO
23.3,44.9,99.23,575,0.24,0,NOMINAL
20.0,63.5,103.53,841,0.203,0,NOMINAL
23.07,58.2,102.45,509,0.368,0,NOMINAL
15.85,56.6,100.13,475,0.418,0,NOMINAL
16.05,47.5,87.42,618,0.488,2,RISCO_DESPRESSURIZACAO
17.63,60.0,99.8,652,0.354,0,NOMINAL
21.52,51.2,99.84,545,0.323,0,NOMINAL
24.57,40.3,101.98,641,0.366,0,NOMINAL
15.91,61.1,91.1,764,0.691,2,RISCO_DESPRESSURIZACAO
18.37,54.3,84.43,729,0.431,2,RISCO_DESPRESSURIZACAO
21.26,55.5,101.74,2990,0.335,3,AR_CRITICO
29.5,58.3,99.93,1479,0.306,3,AR_CRITICO
10.73,41.6,85.93,523,0.641,2,RISCO_DESPRESSURIZACAO
25.32,53.0,98.56,839,0.334,0,NOMINAL
24.51,52.3,97.59,941,0.138,0,NOMINAL
44.49,39.9,99.69,423,0.446,1,SOBRECARGA_TERMICA
48.8,37.6,103.38,1034,0.335,1,SOBRECARGA_TERMICA
23.91,49.9,102.31,562,0.324,0,NOMINAL
23.37,52.4,102.79,816,0.482,0,NOMINAL
19.08,40.5,83.77,626,0.369,2,RISCO_DESPRESSURIZACAO
28.83,67.2,98.82,3422,0.354,3,AR_CRITICO
40.24,13.7,100.61,740,0.426,1,SOBRECARGA_TERMICA
19.52,24.1,103.22,670,0.427,0,NOMINAL
48.06,28.2,103.67,933,0.176,1,SOBRECARGA_TERMICA
24.99,60.7,101.53,2687,0.115,3,AR_CRITICO
38.1,54.3,103.53,678,0.457,1,SOBRECARGA_TERMICA
25.29,64.8,100.45,3018,0.198,3,AR_CRITICO
19.29,28.9,101.57,778,0.206,0,NOMINAL
30.72,38.6,100.54,716,0.329,0,NOMINAL
16.29,38.6,80.11,455,0.597,2,RISCO_DESPRESSURIZACAO
25.2,40.2,100.82,447,0.243,0,NOMINAL
22.32,42.6,81.88,619,0.327,2,RISCO_DESPRESSURIZACAO
38.5,28.8,100.41,1467,0.187,1,SOBRECARGA_TERMICA
14.82,49.5,93.93,710,0.419,2,RISCO_DESPRESSURIZACAO
20.16,39.5,92.88,1109,0.382,2,RISCO_DESPRESSURIZACAO
19.01,36.3,96.31,1199,0.081,0,NOMINAL
20.39,43.5,82.0,749,0.548,2,RISCO_DESPRESSURIZACAO
39.81,27.8,99.69,996,0.281,1,SOBRECARGA_TERMICA
35.36,44.1,99.9,1219,0.204,1,SOBRECARGA_TERMICA
20.3,40.9,86.11,723,0.325,2,RISCO_DESPRESSURIZACAO
25.19,65.8,101.55,2153,0.097,3,AR_CRITICO
20.93,35.7,101.92,796,0.401,0,NOMINAL
24.78,40.2,101.42,552,0.349,0,NOMINAL
22.43,52.5,100.06,530,0.209,0,NOMINAL
25.74,46.3,101.32,588,0.287,0,NOMINAL
20.7,54.0,102.1,2455,0.157,3,AR_CRITICO
19.45,36.4,84.73,815,0.41,2,RISCO_DESPRESSURIZACAO
20.43,48.9,83.71,591,0.225,2,RISCO_DESPRESSURIZACAO
39.61,34.6,102.11,1209,0.559,1,SOBRECARGA_TERMICA
18.79,52.8,91.74,748,0.431,2,RISCO_DESPRESSURIZACAO
23.58,65.9,100.41,2378,0.352,3,AR_CRITICO
28.32,51.3,99.62,2336,0.366,3,AR_CRITICO
26.54,63.7,100.12,3415,0.424,3,AR_CRITICO
43.08,32.8,101.02,1034,0.308,1,SOBRECARGA_TERMICA
41.89,53.0,102.7,1107,0.268,1,SOBRECARGA_TERMICA
22.83,42.3,99.52,1022,0.242,0,NOMINAL
20.04,37.0,97.12,1082,0.421,0,NOMINAL
22.59,37.5,100.28,3094,0.35,3,AR_CRITICO
23.06,41.3,98.96,695,0.273,0,NOMINAL
19.9,51.7,86.75,652,0.379,2,RISCO_DESPRESSURIZACAO
19.53,59.3,92.61,911,0.243,2,RISCO_DESPRESSURIZACAO
22.07,51.2,101.56,864,0.444,0,NOMINAL
18.79,40.0,102.46,686,0.323,0,NOMINAL
44.77,33.1,99.43,1006,0.376,1,SOBRECARGA_TERMICA
18.49,53.7,94.7,943,0.539,0,NOMINAL
26.67,63.0,100.23,3408,0.258,3,AR_CRITICO
23.22,52.2,78.95,955,0.561,2,RISCO_DESPRESSURIZACAO
25.26,57.9,100.61,2896,0.38,3,AR_CRITICO
16.94,37.6,101.39,657,0.409,0,NOMINAL
25.29,75.8,101.16,1712,0.229,3,AR_CRITICO
19.56,27.6,101.13,766,0.31,0,NOMINAL
25.26,71.2,100.97,2676,0.207,3,AR_CRITICO
26.18,42.9,100.64,3703,0.262,3,AR_CRITICO
25.34,36.4,100.73,691,0.379,0,NOMINAL
18.08,51.9,95.12,873,0.675,2,RISCO_DESPRESSURIZACAO
37.36,42.3,94.77,1252,0.343,1,SOBRECARGA_TERMICA
19.02,51.5,84.6,820,0.092,2,RISCO_DESPRESSURIZACAO
23.62,61.7,101.61,2968,0.396,3,AR_CRITICO
22.91,49.6,99.02,694,0.255,0,NOMINAL
24.09,63.2,100.33,2868,0.271,3,AR_CRITICO
37.87,32.9,99.69,1299,0.253,1,SOBRECARGA_TERMICA
46.26,26.8,101.94,884,0.407,1,SOBRECARGA_TERMICA
16.54,50.0,88.88,784,0.38,2,RISCO_DESPRESSURIZACAO
20.91,56.3,97.98,627,0.322,0,NOMINAL
14.85,36.3,85.82,663,0.548,2,RISCO_DESPRESSURIZACAO
20.34,47.7,93.19,693,0.272,2,RISCO_DESPRESSURIZACAO
31.09,47.4,97.03,1397,0.297,1,SOBRECARGA_TERMICA
23.82,47.5,102.99,3310,0.223,3,AR_CRITICO
19.71,52.3,102.66,2489,0.304,3,AR_CRITICO
37.43,31.3,101.66,788,0.276,1,SOBRECARGA_TERMICA
14.26,46.0,93.71,759,0.783,2,RISCO_DESPRESSURIZACAO
46.32,40.5,101.26,350,0.163,1,SOBRECARGA_TERMICA
24.89,58.4,99.47,2937,0.29,3,AR_CRITICO
21.22,71.9,100.35,1899,0.439,3,AR_CRITICO
19.93,41.7,100.21,765,0.483,0,NOMINAL
34.74,34.7,100.35,794,0.255,1,SOBRECARGA_TERMICA
23.56,45.0,100.53,873,0.214,0,NOMINAL
17.2,48.4,100.82,422,0.338,0,NOMINAL
32.36,50.3,98.54,3881,0.241,3,AR_CRITICO
23.96,30.2,100.84,3422,0.529,3,AR_CRITICO
19.2,54.4,96.68,1128,0.422,0,NOMINAL
17.61,45.7,91.56,792,0.731,2,RISCO_DESPRESSURIZACAO
22.21,57.4,103.35,2681,0.321,3,AR_CRITICO
46.22,40.8,98.52,741,0.196,1,SOBRECARGA_TERMICA
26.24,62.3,100.16,1961,0.242,3,AR_CRITICO
42.52,31.2,104.17,921,0.123,1,SOBRECARGA_TERMICA
15.67,52.8,83.75,931,0.368,2,RISCO_DESPRESSURIZACAO
22.49,36.9,96.68,1401,0.285,0,NOMINAL
16.06,57.4,84.18,769,0.303,2,RISCO_DESPRESSURIZACAO
36.76,43.0,99.6,1188,0.302,1,SOBRECARGA_TERMICA
22.41,48.1,102.07,2839,0.05,3,AR_CRITICO
22.65,25.8,87.63,479,0.515,2,RISCO_DESPRESSURIZACAO
18.75,26.0,103.1,689,0.321,0,NOMINAL
20.75,53.4,104.46,412,0.251,0,NOMINAL
48.27,47.8,101.48,1027,0.375,1,SOBRECARGA_TERMICA
24.53,50.6,100.98,505,0.284,0,NOMINAL
22.77,70.8,102.83,3469,0.411,3,AR_CRITICO
39.13,42.6,100.69,842,0.177,1,SOBRECARGA_TERMICA
21.23,61.1,101.41,3719,0.38,3,AR_CRITICO
26.57,57.1,100.44,2467,0.457,3,AR_CRITICO
17.41,38.0,85.37,1216,0.095,2,RISCO_DESPRESSURIZACAO
19.89,40.9,81.46,626,0.406,2,RISCO_DESPRESSURIZACAO
21.49,44.6,104.17,2473,0.485,3,AR_CRITICO
17.25,40.4,91.96,742,0.468,2,RISCO_DESPRESSURIZACAO
19.44,49.8,101.45,854,0.246,0,NOMINAL
23.15,48.9,99.96,887,0.398,0,NOMINAL
50.08,53.2,97.06,1114,0.189,1,SOBRECARGA_TERMICA
24.33,45.1,100.83,793,0.241,0,NOMINAL
40.35,40.5,100.19,843,0.28,1,SOBRECARGA_TERMICA
15.04,56.3,89.82,777,0.675,2,RISCO_DESPRESSURIZACAO
17.76,40.7,100.32,788,0.255,0,NOMINAL
20.34,48.9,99.72,2506,0.315,3,AR_CRITICO
27.41,52.7,99.26,3318,0.38,3,AR_CRITICO
13.42,42.6,93.58,746,0.243,2,RISCO_DESPRESSURIZACAO
46.73,39.9,98.77,959,0.262,1,SOBRECARGA_TERMICA
45.32,49.3,100.01,957,0.126,1,SOBRECARGA_TERMICA
46.11,36.4,103.41,350,0.228,1,SOBRECARGA_TERMICA
10.04,45.6,80.82,856,0.43,2,RISCO_DESPRESSURIZACAO
22.94,43.6,99.15,660,0.153,0,NOMINAL
12.08,42.8,88.61,579,0.536,2,RISCO_DESPRESSURIZACAO
15.17,33.9,85.43,826,0.227,2,RISCO_DESPRESSURIZACAO
35.78,39.0,102.22,1113,0.109,1,SOBRECARGA_TERMICA
42.62,32.9,103.03,792,0.235,1,SOBRECARGA_TERMICA
24.69,50.5,100.26,558,0.159,0,NOMINAL
44.47,34.0,98.49,1301,0.214,1,SOBRECARGA_TERMICA
24.23,31.6,102.92,606,0.307,0,NOMINAL
36.37,46.4,102.33,879,0.489,1,SOBRECARGA_TERMICA
38.96,28.1,100.04,915,0.557,1,SOBRECARGA_TERMICA
19.64,45.0,101.17,835,0.225,0,NOMINAL
